887	Linking glycemic dysregulation in diabetes to symptoms, comorbidities, and genetics through EHR data mining	31818369	Elife
888	Machine-learning prediction of cancer survival: a retrospective study using electronic administrative records and a cancer registry	24643167	BMJ Open
889	Use of varenicline and nicotine replacement therapy in people with and without general practitioner-recorded dementia: retrospective cohort study of routine electronic medical records	31473613	BMJ Open
890	Clostridium difficile Infection Among Veterans Health Administration Patients	26047207	Infection Control and Hospital Epidemiology
891	Performance of the adapted Diabetes Complications Severity Index translated to ICD-10	30763043	American Journal of Managed Care
892	Measuring surgical outcomes in neurosurgery: implementation, analysis, and auditing a prospective series of more than 5000 procedures	22880719	Journal of Neurosurgery
893	Evolution of the "fourth stage" of epidemiologic transition in people aged 80 years and over: population-based cohort study using electronic health records	28499387	Popul Health Metr
894	A Descriptive Study of Hospital- and Community-acquired Pressure Ulcers/Injuries	30730301	Wound Manag Prev
895	Identifying undetected dementia in UK primary care patients: a retrospective case-control study comparing machine-learning and standard epidemiological approaches	31791325	BMC Medical Informatics and Decision Making
896	Lexical concept distribution reflects clinical practice	23304273	AMIA Annu Symp Proc
897	Factors influencing nurses' acceptance of hospital information systems in Iran: application of the Unified Theory of Acceptance and Use of Technology	27009793	Health Information Management
898	Risk of colorectal cancer in users of bisphosphonates: analysis of population-based electronic health records	31734885	European Journal of Epidemiology
899	The Importance of Visit Notes on Patient Portals for Engaging Less Educated or Nonwhite Patients: Survey Study	29793900	Journal of Medical Internet Research
900	Not all non-drinkers with HIV are equal: demographic and clinical comparisons among current non-drinkers with and without a history of prior alcohol use disorders	27482893	AIDS Care
901	Prediction of mortality in patients undergoing maintenance hemodialysis by Charlson Comorbidity Index using ICD-10 database	21071962	Nephron: Clinical Practice
902	Benefits and problems of electronic information exchange as perceived by health care professionals: an interview study	21982395	BMC Health Services Research
903	Therapeutically interchangeable? A study of real-world outcomes associated with switching basal insulin analogues among US patients with type 2 diabetes mellitus using electronic medical records data	25359227	Diabetes, Obesity & Metabolism
904	A real-time screening alert improves patient recruitment efficiency	22195213	AMIA Annu Symp Proc
905	Patterns and predictors of medication discrepancies in primary care	26032916	Journal of Evaluation in Clinical Practice
906	Evaluation of the Relationship Between Serum Uric Acid Levels and Cardiovascular Events in Patients With Gout: A Retrospective Analysis Using Electronic Medical Record Data	28248798	Journal of Clinical Rheumatology
907	Heart failure labelled patients with missing ejection fraction in primary care: prognosis and determinants	28302060	BMC Family Practice
908	Validation of an algorithm using inpatient electronic health records to determine the presence and severity of cirrhosis in patients with hepatocellular carcinoma in England: an observational study	31292182	BMJ Open
909	Can an online clinical data management service help in improving data collection and data quality in a developing country setting?	21824421	Trials
910	Mixed Approach Retrospective Analyses of Suicide and Suicidal Ideation for Brand Compared with Generic Central Nervous System Drugs	29196989	Drug Safety
911	Feasibility of Text Message Influenza Vaccine Safety Monitoring During Pregnancy	28495223	American Journal of Preventive Medicine
912	Survival and new-onset morbidity after critical care admission for acute pancreatitis in Scotland: a national electronic healthcare record linkage cohort study	30552270	BMJ Open
913	Health IT and inappropriate utilization of outpatient imaging: A cross-sectional study of U.S. hospitals	29195710	International Journal of Medical Informatics
914	Using the emergency department to investigate smoking in young adults	30555003	Annals of Epidemiology
915	Can clinical practice indicator relating to long-acting benzodiazepine use in the elderly be easily generated in a hospital setting?	29147805	European Journal of Clinical Pharmacology
916	Using electronic medical records analysis to investigate the effectiveness of lifestyle programs in real-world primary care is challenging: a case study in diabetes mellitus	22560776	Journal of Clinical Epidemiology
917	Real-world treatment patterns and outcomes of patients with small cell lung cancer progressing after 2 lines of therapy	30642551	Lung Cancer
918	The Effect of Long-Term Second-Generation Antipsychotics Use on the Metabolic Syndrome Parameters in Jordanian Population	31261805	Medicina (Kaunas, Lithuania)
919	Variations in Influenza Vaccination by Clinic Appointment Time and an Active Choice Intervention in the Electronic Health Record to Increase Influenza Vaccination	30646151	JAMA Netw Open
920	Predicting frequent emergency department use among children with epilepsy: A retrospective cohort study using electronic health data from 2 centers	29143960	Epilepsia
921	Validity of registration of ICD codes and prescriptions in a research database in Swedish primary care: a cross-sectional study in Skaraborg primary care database	20416069	BMC Medical Informatics and Decision Making
