ID,Name,ISSN
1,"	N Engl J Med","	0028-4793"
1978,"	BMC Med Inform Decis Mak","	1472-6947"
1979,"	Int J Toxicol","	1091-5818"
1980,"	J Neurosurg Pediatr","	1933-0707"
1981,"	Am Surg","	0003-1348"
1982,"	J Diabetes Res","	2314-6745"
1983,"	J Glaucoma","	1057-0829"
1984,"	Diabet Med","	0742-3071"
1985,"	Diabet Med","	0742-3071"
1986,"	Eur Heart J Cardiovasc Pharmacother","	"
1987,"	Ann Vasc Surg","	0890-5096"
1988,"	J Biomed Inform","	1532-0464"
1989,"	Epilepsy Behav","	1525-5050"
1990,"	J Am Geriatr Soc","	0002-8614"
1991,"	J Trauma","	0022-5282"
1992,"	J Manag Care Spec Pharm","	"
1993,"	Pediatr Emerg Care","	0749-5161"
1994,"	South Med J","	0038-4348"
1995,"	Trials","	1745-6215"
1996,"	J Manag Care Spec Pharm","	"
1997,"	BMC Emerg Med","	1471-227x"
1998,"	J Stroke Cerebrovasc Dis","	1052-3057"
1999,"	J Diabetes Complications","	1056-8727"
2000,"	Mil Med","	0026-4075"
2001,"	Clin Pediatr (Phila)","	0009-9228"
2002,"	PLoS One","	1932-6203"
2003,"	Lung","	0341-2040"
2004,"	Medicine (Baltimore)","	0025-7974"
2005,"	J Obstet Gynaecol Res","	1341-8076"
2006,"	Pediatr Diabetes","	1399-543X"
2007,"	Int J Clin Pharm","	"
2008,"	Schizophr Bull","	0586-7614"
2009,"	Pediatrics","	0031-4005"
2010,"	J Nurs Scholarsh","	1527-6546"
2011,"	Am J Drug Alcohol Abuse","	0095-2990"
2012,"	Clin J Am Soc Nephrol","	1555-9041"
2013,"	BMJ Open","	2044-6055"
2014,"	Prim Care Diabetes","	1878-0210"
2015,"	BMJ Open","	2044-6055"
2016,"	J Am Med Dir Assoc","	1525-8610"
2017,"	J buon","	1107-0625"
2018,"	Rev Calid Asist","	1134-282x"
2019,"	Respir Care","	0020-1324"
2020,"	Clin Genitourin Cancer","	1558-7673"
2021,"	Intern Med J","	1444-0903"
2022,"	BMC Fam Pract","	1471-2296"
2023,"	Ophthalmology","	0161-6420"
2024,"	Pharmacotherapy","	0277-0008"
2025,"	Int J Med Inform","	1386-5056"
2026,"	BMC Health Serv Res","	1472-6963"
2027,"	Rofo","	1438-9010"
2028,"	BMC Public Health","	1471-2458"
2029,"	Clin Infect Dis","	1058-4838"
2030,"	Vaccine","	0264-410x"
2031,"	Ann Fam Med","	1544-1709"
2032,"	Int J Clin Pharm","	"
2033,"	Acad Emerg Med","	1069-6563"
2034,"	Implement Sci","	1748-5908"
2035,"	Head Neck","	1043-3074"
2036,"	BMJ Qual Saf","	2044-5415"
2037,"	BMJ Open","	2044-6055"
2038,"	Ann R Coll Surg Engl","	0035-8843"
2039,"	Trials","	1745-6215"
2040,"	J Pain Symptom Manage","	0885-3924"
2041,"	Clin Orthop Relat Res","	0009-921X"
2042,"	Diabet Med","	0742-3071"
2043,"	Nutr Clin Pract","	0884-5336"
2044,"	Eur J Obstet Gynecol Reprod Biol","	0301-2115"
2045,"	Infect Control Hosp Epidemiol","	0899-823X"
2046,"	Rev Esp Quimioter","	0214-3429"
2047,"	Pediatr Res","	0031-3998"
2048,"	Rev Calid Asist","	1134-282x"
2049,"	Oncologist","	1083-7159"
2050,"	BMC Med Inform Decis Mak","	1472-6947"
2051,"	J Am Coll Surg","	1072-7515"
2052,"	G Ital Cardiol (Rome)","	1827-6806"
2053,"	Obstet Gynecol","	0029-7844"
2054,"	Ann Vasc Surg","	0890-5096"
2055,"	Trials","	1745-6215"
2056,"	Clin Infect Dis","	1058-4838"
2057,"	J Bone Joint Surg Am","	0021-9355"
2058,"	World J Gastroenterol","	1007-9327"
2059,"	PLoS One","	1932-6203"
2060,"	Diabet Med","	0742-3071"
2061,"	Br J Anaesth","	0007-0912"
2062,"	Pediatr Crit Care Med","	1529-7535"
2063,"	J Surg Res","	0022-4804"
2064,"	Diabet Med","	0742-3071"
2065,"	J Am Coll Surg","	1072-7515"
2066,"	Alzheimers Dement","	1552-5260"
2067,"	Am J Clin Nutr","	0002-9165"
2068,"	Ann Hematol","	0939-5555"
2069,"	Hum Vaccin Immunother","	2164-5515"
2070,"	Endocrine","	1355-008x"
2071,"	Int J Qual Health Care","	1353-4505"
2072,"	Crit Care","	1364-8535"
2073,"	J Arthroplasty","	0883-5403"
2074,"	Int J Clin Pharm","	"
2075,"	J Acquir Immune Defic Syndr","	1525-4135"
2076,"	Drug Saf","	0114-5916"
2077,"	Infect Control Hosp Epidemiol","	0899-823x"
2078,"	Atherosclerosis","	0021-9150"
2079,"	Rev Neurol","	0210-0010"
2080,"	Thyroid","	1050-7256"
2081,"	Pediatr Allergy Immunol","	0905-6157"
2082,"	J Vasc Surg","	0741-5214"
2083,"	J Oncol Pharm Pract","	1078-1552"
2084,"	Diabetes Technol Ther","	1520-9156"
2085,"	Contraception","	0010-7824"
2086,"	Bmj","	0959-8138"
2087,"	J Diabetes Complications","	1056-8727"
2088,"	BMJ Open","	2044-6055"
2089,"	Ann Allergy Asthma Immunol","	1081-1206"
2090,"	Am J Health Syst Pharm","	1079-2082"
2091,"	Ups J Med Sci","	0300-9734"
2092,"	Clin Pharmacol Ther","	0009-9236"
2093,"	Gastrointest Endosc","	0016-5107"
2094,"	BMC Health Serv Res","	1472-6963"
2095,"	Nephrol Ther","	1769-7255"
2096,"	Chirurgia (Bucur)","	1221-9118"
2097,"	Drug Saf","	0114-5916"
2098,"	J Am Coll Surg","	1072-7515"
2099,"	PLoS One","	1932-6203"
2100,"	Neurosurg Focus","	1092-0684"
2101,"	Br J Gen Pract","	0960-1643"
2102,"	Rev Gaucha Enferm","	0102-6933"
2103,"	Neuroepidemiology","	0251-5350"
2104,"	BMC Nephrol","	1471-2369"
2105,"	JAMA Ophthalmol","	2168-6165"
2106,"	BMC Public Health","	1471-2458"
2107,"	Einstein (Sao Paulo)","	1679-4508"
2108,"	Jt Comm J Qual Patient Saf","	1553-7250"
2109,"	J Ren Nutr","	1051-2276"
2110,"	Perspect Biol Med","	0031-5982"
2111,"	Acta Anaesthesiol Scand","	0001-5172"
2112,"	Qual Saf Health Care","	1475-3898"
2113,"	J Am Board Fam Med","	1557-2625"
2114,"	J Toxicol Environ Health A","	1528-7394"
2115,"	Clin Toxicol (Phila)","	1556-3650"
2116,"	Am J Prev Med","	0749-3797"
2117,"	Diabetes Obes Metab","	1462-8902"
2118,"	Diabetes Technol Ther","	1520-9156"
2119,"	Pharmacoepidemiol Drug Saf","	1053-8569"
2120,"	Neurosurg Focus","	1092-0684"
2121,"	Am J Health Syst Pharm","	1079-2082"
2122,"	J Surg Res","	0022-4804"
2123,"	Pituitary","	1386-341x"
2124,"	BMC Health Serv Res","	1472-6963"
2125,"	J Med Internet Res","	1439-4456"
2126,"	Am J Emerg Med","	0735-6757"
2127,"	Br J Hosp Med (Lond)","	1750-8460"
2128,"	J Endod","	0099-2399"
2129,"	J Diabetes Complications","	1056-8727"
2130,"	Ann Vasc Surg","	0890-5096"
2131,"	J Med Internet Res","	1439-4456"
2132,"	J Am Coll Cardiol","	0735-1097"
2133,"	Gac Sanit","	0213-9111"
2134,"	Am J Crit Care","	1062-3264"
2135,"	Gac Sanit","	0213-9111"
2136,"	World J Gastroenterol","	1007-9327"
2137,"	Am J Manag Care","	1088-0224"
2138,"	South Med J","	0038-4348"
2139,"	Diabetes Metab Res Rev","	1520-7552"
2140,"	Drugs Today (Barc)","	1699-3993"
2141,"	J Neurooncol","	0167-594x"
2142,"	J Diabetes Complications","	1056-8727"
2143,"	J Vasc Surg","	0741-5214"
2144,"	J Pediatr","	0022-3476"
2145,"	J Pediatr","	0022-3476"
2146,"	Rev Calid Asist","	1134-282x"
2147,"	Am J Prev Med","	0749-3797"
2148,"	Diabet Med","	0742-3071"
2149,"	J Nurs Manag","	0966-0429"
2150,"	Hum Vaccin Immunother","	2164-5515"
2151,"	J Behav Health Serv Res","	1094-3412"
2152,"	Pflege","	1012-5302"
2153,"	Ann Am Thorac Soc","	2325-6621"
2154,"	Age Ageing","	0002-0729"
2155,"	Rev Cardiovasc Med","	1530-6550"
2156,"	Pharmacotherapy","	0277-0008"
2157,"	Mil Med","	0026-4075"
2158,"	Implement Sci","	1748-5908"
2159,"	Thyroid","	1050-7256"
2160,"	Pediatr Crit Care Med","	1529-7535"
2161,"	Mil Med","	0026-4075"
2162,"	Hosp Pediatr","	2154-1663"
2163,"	Ann Hematol","	0939-5555"
2164,"	J Arthroplasty","	0883-5403"
2165,"	J Headache Pain","	1129-2369"
2166,"	Pharmacoepidemiol Drug Saf","	1053-8569"
2167,"	Clin Endocrinol (Oxf)","	0300-0664"
2168,"	Ann Pharmacother","	1060-0280"
2169,"	BMC Health Serv Res","	1472-6963"
2170,"	J Am Heart Assoc","	2047-9980"
2171,"	Arch Pathol Lab Med","	0003-9985"
2172,"	West J Emerg Med","	1936-900X"
2173,"	Diabetes Obes Metab","	1462-8902"
2174,"	Clin Genitourin Cancer","	1558-7673"
2175,"	Diabetes Res Clin Pract","	0168-8227"
2176,"	Endocrinol Nutr","	1575-0922"
2177,"	Am J Health Syst Pharm","	1079-2082"
2178,"	Z Gerontol Geriatr","	0948-6704"
2179,"	Intern Med J","	1444-0903"
2180,"	BMC Palliat Care","	1472-684x"
2181,"	PLoS One","	1932-6203"
2182,"	Pharmacotherapy","	0277-0008"
2183,"	Am J Hematol","	0361-8609"
2184,"	Thromb Res","	0049-3848"
2185,"	Pediatr Infect Dis J","	0891-3668"
2186,"	Pain","	0304-3959"
2187,"	Clin Infect Dis","	1058-4838"
2188,"	J Nurs Care Qual","	1057-3631"
2189,"	J Rheumatol","	0315-162X"
2190,"	BMC Geriatr","	1471-2318"
2191,"	BMC Fam Pract","	1471-2296"
2192,"	Clin Exp Nephrol","	1342-1751"
2193,"	Diabetes Metab Res Rev","	1520-7552"
2194,"	J Med Toxicol","	1556-9039"
2195,"	Mil Med","	0026-4075"
2196,"	Diabet Med","	0742-3071"
2197,"	Diabetes Obes Metab","	1462-8902"
2198,"	Transplantation","	0041-1337"
2199,"	Neurocrit Care","	1541-6933"
2200,"	J Pain","	1526-5900"
2201,"	J Pak Med Assoc","	0030-9982"
2202,"	Comput Inform Nurs","	1538-2931"
2203,"	J Am Board Fam Med","	1557-2625"
2204,"	J Asthma","	0277-0903"
2205,"	Wien Klin Wochenschr","	0043-5325"
2206,"	Diabetes Obes Metab","	1462-8902"
2207,"	Clin Pharmacol Ther","	0009-9236"
2208,"	J Neurol","	0340-5354"
2209,"	J Chemother","	1120-009x"
2210,"	Stud Health Technol Inform","	0926-9630"
2211,"	PLoS One","	1932-6203"
2212,"	Diabetologia","	0012-186X"
2213,"	Aust Dent J","	0045-0421"
2214,"	Future Oncol","	1479-6694"
2215,"	Congenit Heart Dis","	1747-079x"
2216,"	Cardiovasc Diabetol","	1475-2840"
2217,"	Sci Rep","	2045-2322"
2218,"	Vaccine","	0264-410x"
2219,"	Gastrointest Endosc","	0016-5107"
2220,"	Int J Clin Pharm","	"
2221,"	Eur Heart J","	0195-668X"
2222,"	Am J Epidemiol","	0002-9262"
2223,"	Osteoporos Int","	0937-941x"
2224,"	Jama","	0098-7484"
2225,"	J Hosp Med","	1553-5592"
2226,"	Cerebrovasc Dis","	1015-9770"
2227,"	Langenbecks Arch Surg","	1435-2443"
2228,"	JMIR Mhealth Uhealth","	2291-5222"
2229,"	J Gen Intern Med","	0884-8734"
2230,"	Clin Cardiol","	0160-9289"
2231,"	J Am Med Inform Assoc","	1067-5027"
2232,"	BMC Fam Pract","	1471-2296"
2233,"	Diabet Med","	0742-3071"
2234,"	J Trauma","	0022-5282"
2235,"	Anesth Analg","	0003-2999"
2236,"	Zhongguo Zhong Yao Za Zhi","	1001-5302"
2237,"	Diabetologia","	0012-186X"
2238,"	Aging Clin Exp Res","	1594-0667"
2239,"	Clin Biochem","	0009-9120"
2240,"	Antimicrob Resist Infect Control","	2047-2994"
2241,"	BMC Complement Altern Med","	1472-6882"
2242,"	Stud Health Technol Inform","	0926-9630"
2243,"	BMC Med Inform Decis Mak","	1472-6947"
2244,"	J Gen Intern Med","	0884-8734"
2245,"	J Diabetes Complications","	1056-8727"
2246,"	Am J Manag Care","	1088-0224"
2247,"	Int J Nurs Knowl","	2047-3087"
2248,"	J Clin Oncol","	0732-183x"
2249,"	J Alzheimers Dis","	1387-2877"
2250,"	BMJ Open","	2044-6055"
2251,"	BMJ Open","	2044-6055"
2252,"	J Am Coll Surg","	1072-7515"
2253,"	Diabet Med","	0742-3071"
2254,"	Cjem","	1481-8035"
2255,"	Pharmacoepidemiol Drug Saf","	1053-8569"
2256,"	Nutrients","	2072-6643"
2257,"	J Clin Epidemiol","	0895-4356"
2258,"	Ann Surg Oncol","	1068-9265"
2259,"	Clin Cardiol","	0160-9289"
2260,"	Drug Alcohol Depend","	0376-8716"
2261,"	J Gen Intern Med","	0884-8734"
2262,"	Ann Pharmacother","	1060-0280"
2263,"	Stud Health Technol Inform","	0926-9630"
2264,"	Ann Fam Med","	1544-1709"
2265,"	JCO Clin Cancer Inform","	2473-4276"
2266,"	J Urol","	0022-5347"
2267,"	Curr Med Res Opin","	0300-7995"
2268,"	Dig Dis Sci","	0163-2116"
2269,"	Pain Med","	1526-2375"
2270,"	BMC Med Inform Decis Mak","	1472-6947"
2271,"	J Diabetes Complications","	1056-8727"
2272,"	Prehosp Emerg Care","	1090-3127"
2273,"	BMC Nephrol","	1471-2369"
2274,"	Appl Clin Inform","	1869-0327"
2275,"	Clin Gastroenterol Hepatol","	1542-3565"
2276,"	Jt Comm J Qual Patient Saf","	1553-7250"
2277,"	Ann Vasc Surg","	0890-5096"
2278,"	Arch Intern Med","	0003-9926"
2279,"	J Telemed Telecare","	1357-633x"
2280,"	PLoS One","	1932-6203"
2281,"	Medicine (Baltimore)","	0025-7974"
2282,"	Gut","	0017-5749"
2283,"	Ann R Coll Surg Engl","	0035-8843"
2284,"	Hosp Pract (1995)","	2154-8331"
2285,"	Diabetes Obes Metab","	1462-8902"
2286,"	J Clin Pharm Ther","	0269-4727"
2287,"	Am J Manag Care","	1088-0224"
2288,"	Bone Joint J","	2049-4394"
2289,"	J Am Med Inform Assoc","	1067-5027"
2290,"	Stud Health Technol Inform","	0926-9630"
2291,"	Prev Chronic Dis","	1545-1151"
2292,"	Br J Gen Pract","	0960-1643"
2293,"	Prev Chronic Dis","	1545-1151"
2294,"	Pediatr Diabetes","	1399-543x"
2295,"	J Clin Epidemiol","	0895-4356"
2296,"	J Trauma Nurs","	1078-7496"
2297,"	Am Surg","	0003-1348"
2298,"	J Gastrointest Cancer","	"
2299,"	J Diabetes Complications","	1056-8727"
2300,"	Am J Emerg Med","	0735-6757"
2301,"	Clin Ther","	0149-2918"
2302,"	Am J Crit Care","	1062-3264"
2303,"	Dig Dis Sci","	0163-2116"
2304,"	Vasc Endovascular Surg","	1538-5744"
2305,"	Am J Emerg Med","	0735-6757"
2306,"	Prehosp Disaster Med","	1049-023X"
2307,"	J Med Internet Res","	1439-4456"
2308,"	Infect Control Hosp Epidemiol","	0899-823x"
2309,"	J Burn Care Res","	1559-047x"
2310,"	Eur Cytokine Netw","	1148-5493"
2311,"	J Pediatr Orthop","	0271-6798"
2312,"	Am Surg","	0003-1348"
2313,"	Cardiovasc Revasc Med","	1878-0938"
2314,"	J Microbiol Immunol Infect","	1684-1182"
2315,"	Int J Med Inform","	1386-5056"
2316,"	Soc Sci Med","	0277-9536"
2317,"	Diabetes Obes Metab","	1462-8902"
2318,"	J Clin Endocrinol Metab","	0021-972x"
2319,"	J Affect Disord","	0165-0327"
2320,"	PLoS One","	1932-6203"
2321,"	Crit Care Med","	0090-3493"
2322,"	Gastric Cancer","	1436-3291"
2323,"	Gastrointest Endosc","	0016-5107"
2324,"	J Trauma Acute Care Surg","	2163-0755"
2325,"	Gastrointest Endosc","	0016-5107"
2326,"	J Med Toxicol","	1556-9039"
2327,"	J Trauma Acute Care Surg","	2163-0755"
2328,"	Headache","	0017-8748"
2329,"	Adm Policy Ment Health","	0894-587x"
2330,"	J Neurosurg Pediatr","	1933-0707"
2331,"	JAMA Intern Med","	2168-6106"
2332,"	Ann Chir Plast Esthet","	0294-1260"
2333,"	J Trauma Acute Care Surg","	2163-0755"
2334,"	Endocrine","	1355-008x"
2335,"	Am J Surg","	0002-9610"
2336,"	Br J Neurosurg","	0268-8697"
2337,"	J Pediatr Orthop","	0271-6798"
2338,"	Gastrointest Endosc","	0016-5107"
2339,"	Prev Med","	0091-7435"
2340,"	Am J Emerg Med","	0735-6757"
2341,"	Emerg Med J","	1472-0205"
2342,"	Mult Scler Relat Disord","	2211-0348"
2343,"	Eur J Obstet Gynecol Reprod Biol","	0301-2115"
2344,"	J Orthop Trauma","	0890-5339"
2345,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
2346,"	Int J Clin Pract","	1368-5031"
2347,"	J Diabetes Complications","	1056-8727"
2348,"	J Med Syst","	0148-5598"
2349,"	J Am Coll Health","	0744-8481"
2350,"	J Trauma Acute Care Surg","	2163-0755"
2351,"	J Cancer Surviv","	1932-2259"
2352,"	J Burn Care Res","	1559-047X"
2353,"	Health Commun","	1041-0236"
2354,"	Am J Emerg Med","	0735-6757"
2355,"	BMC Health Serv Res","	1472-6963"
2356,"	J Drugs Dermatol","	1545-9616"
2357,"	J Electrocardiol","	0022-0736"
2358,"	J Immigr Minor Health","	1557-1912"
2359,"	J Occup Environ Med","	1076-2752"
2360,"	Vaccine","	0264-410X"
2361,"	World J Gastroenterol","	1007-9327"
2362,"	Stud Health Technol Inform","	0926-9630"
2363,"	J Med Internet Res","	1439-4456"
2364,"	Int J Dermatol","	0011-9059"
2365,"	Cutis","	0011-4162"
2366,"	J Oral Maxillofac Surg","	0278-2391"
2367,"	J Head Trauma Rehabil","	0885-9701"
2368,"	Mayo Clin Proc","	0025-6196"
2369,"	Neurology","	0028-3878"
2370,"	J Med Internet Res","	1439-4456"
2371,"	J Safety Res","	0022-4375"
2372,"	Fam Pract","	0263-2136"
2373,"	Diabetes Res Clin Pract","	0168-8227"
2374,"	Am Surg","	0003-1348"
2375,"	Brain Inj","	0269-9052"
2376,"	Patient Educ Couns","	0738-3991"
2377,"	Ann Intern Med","	0003-4819"
2378,"	Health Serv Res","	0017-9124"
2379,"	PLoS One","	1932-6203"
2380,"	Prim Care Diabetes","	1878-0210"
2381,"	J Pediatr Gastroenterol Nutr","	0277-2116"
2382,"	J Am Med Dir Assoc","	1525-8610"
2383,"	Urology","	0090-4295"
2384,"	Paediatr Drugs","	1174-5878"
2385,"	Injury","	0020-1383"
2386,"	Int J Environ Res Public Health","	1661-7827"
2387,"	Scand J Trauma Resusc Emerg Med","	1757-7241"
2388,"	Eur J Emerg Med","	0969-9546"
2389,"	Clin Ther","	0149-2918"
2390,"	J Trauma Nurs","	1078-7496"
2391,"	J Opioid Manag","	1551-7489"
2392,"	Mol Psychiatry","	1359-4184"
2393,"	Pediatr Diabetes","	1399-543x"
2394,"	Endocr Pract","	1530-891X"
2395,"	J Med Internet Res","	1439-4456"
2396,"	Am J Hum Genet","	0002-9297"
2397,"	Stat Methods Med Res","	0962-2802"
2398,"	J Trauma Acute Care Surg","	2163-0755"
2399,"	Nephrology (Carlton)","	1320-5358"
2400,"	J Pain Symptom Manage","	0885-3924"
2401,"	Oncol Nurs Forum","	0190-535x"
2402,"	JAMA Pediatr","	2168-6203"
2403,"	J Gen Intern Med","	0884-8734"
2404,"	PLoS One","	1932-6203"
2405,"	J Burn Care Res","	1559-047x"
2406,"	Europace","	1099-5129"
2407,"	Pharmacoepidemiol Drug Saf","	1053-8569"
2408,"	J Surg Res","	0022-4804"
2409,"	J Am Coll Surg","	1072-7515"
2410,"	J Trauma Nurs","	1078-7496"
2411,"	Rev Calid Asist","	1134-282x"
2412,"	Crit Care Med","	0090-3493"
2413,"	World J Surg Oncol","	1477-7819"
2414,"	Am J Kidney Dis","	0272-6386"
2415,"	Rheumatol Int","	0172-8172"
2416,"	Clin Cardiol","	0160-9289"
2417,"	Dig Dis Sci","	0163-2116"
2418,"	J Trauma Acute Care Surg","	2163-0755"
2419,"	Surg Endosc","	0930-2794"
2420,"	Knee Surg Sports Traumatol Arthrosc","	0942-2056"
2421,"	J Obstet Gynaecol Res","	1341-8076"
2422,"	BMC Womens Health","	1472-6874"
2423,"	Acad Radiol","	1076-6332"
2424,"	J Pediatr Orthop B","	1060-152x"
2425,"	Can J Gastroenterol Hepatol","	2291-2789"
2426,"	J Trauma Nurs","	1078-7496"
2427,"	Methods Inf Med","	0026-1270"
2428,"	J Orthop Surg Res","	1749-799x"
2429,"	Gastrointest Endosc","	0016-5107"
2430,"	Pract Radiat Oncol","	1879-8500"
2431,"	Rheumatol Int","	0172-8172"
2432,"	Surg Endosc","	0930-2794"
2433,"	Crit Care Med","	0090-3493"
2434,"	BMJ Open","	2044-6055"
2435,"	Scand J Urol","	2168-1805"
2436,"	Alcohol Clin Exp Res","	0145-6008"
2437,"	Crit Care Med","	0090-3493"
2438,"	World J Emerg Surg","	1749-7922"
2439,"	J Am Med Inform Assoc","	1067-5027"
2440,"	J Pain Symptom Manage","	0885-3924"
2441,"	J Pediatr","	0022-3476"
2442,"	Ann Hematol","	0939-5555"
2443,"	BMJ Open","	2044-6055"
2444,"	J Laparoendosc Adv Surg Tech A","	1092-6429"
2445,"	J Vet Intern Med","	0891-6640"
2446,"	J Am Med Dir Assoc","	1525-8610"
2447,"	Stat Med","	0277-6715"
2448,"	Mayo Clin Proc","	0025-6196"
2449,"	BMC Emerg Med","	1471-227x"
2450,"	J Vasc Surg","	0741-5214"
2451,"	BMJ Open","	2044-6055"
2452,"	Neurology","	0028-3878"
2453,"	Eur J Contracept Reprod Health Care","	1362-5187"
2454,"	J Trauma Acute Care Surg","	2163-0755"
2455,"	J Diabetes Complications","	1056-8727"
2456,"	J Clin Epidemiol","	0895-4356"
2457,"	J Surg Res","	0022-4804"
2458,"	World J Surg","	0364-2313"
2459,"	Eye (Lond)","	0950-222x"
2460,"	J Thorac Cardiovasc Surg","	0022-5223"
2461,"	BMJ Open","	2044-6055"
2462,"	BMC Endocr Disord","	1472-6823"
2463,"	Surgery","	0039-6060"
2464,"	Prim Care Diabetes","	1878-0210"
2465,"	Neurology","	0028-3878"
2466,"	World J Emerg Surg","	1749-7922"
2467,"	Surgery","	0039-6060"
2468,"	Ophthalmol Retina","	2468-6530"
2469,"	J Pediatr Surg","	0022-3468"
2470,"	J Pediatr Nurs","	0882-5963"
2471,"	Nurs Health Sci","	1441-0745"
2472,"	Vaccine","	0264-410x"
2473,"	Emerg Radiol","	1070-3004"
2474,"	Am J Manag Care","	1088-0224"
2475,"	Am J Surg","	0002-9610"
2476,"	Dig Dis Sci","	0163-2116"
2477,"	Scand J Trauma Resusc Emerg Med","	1757-7241"
2478,"	BMC Cancer","	1471-2407"
2479,"	Beijing Da Xue Xue Bao Yi Xue Ban","	1671-167X"
2480,"	J Vasc Surg Venous Lymphat Disord","	"
2481,"	J Urol","	0022-5347"
2482,"	Surg Endosc","	0930-2794"
2483,"	J Stud Alcohol Drugs","	1937-1888"
2484,"	Emerg Med J","	1472-0205"
2485,"	J Digit Imaging","	0897-1889"
2486,"	Scand J Prim Health Care","	0281-3432"
2487,"	Clin Infect Dis","	1058-4838"
2488,"	J Stroke Cerebrovasc Dis","	1052-3057"
2489,"	Coll Antropol","	0350-6134"
2490,"	J Burn Care Res","	1559-047X"
2491,"	Am Surg","	0003-1348"
2492,"	J Trauma Acute Care Surg","	2163-0755"
2493,"	JAMA Oncol","	2374-2437"
2494,"	J Med Assoc Thai","	0125-2208"
2495,"	J Am Geriatr Soc","	0002-8614"
2496,"	Methods Inf Med","	0026-1270"
2497,"	Injury","	0020-1383"
2498,"	Radiology","	0033-8419"
2499,"	J Affect Disord","	0165-0327"
2500,"	Neurourol Urodyn","	0733-2467"
2501,"	J Am Med Inform Assoc","	1067-5027"
2502,"	Eur J Emerg Med","	0969-9546"
2503,"	J Trauma","	0022-5282"
2504,"	Dis Esophagus","	1120-8694"
2505,"	Cjem","	1481-8035"
2506,"	Pediatr Crit Care Med","	1529-7535"
2507,"	Contraception","	0010-7824"
2508,"	JAMA Cardiol","	2380-6583"
2509,"	PLoS One","	1932-6203"
2510,"	J Magn Reson Imaging","	1053-1807"
2511,"	BMC Health Serv Res","	1472-6963"
2512,"	Rev Epidemiol Sante Publique","	0398-7620"
2513,"	Prehosp Disaster Med","	1049-023x"
2514,"	J Diabetes Sci Technol","	1932-2968"
2515,"	Eur J Trauma Emerg Surg","	1863-9933"
2516,"	Transpl Int","	0934-0874"
2517,"	BMC Health Serv Res","	1472-6963"
2518,"	Pediatr Emerg Care","	0749-5161"
2519,"	Med Mal Infect","	0399-077x"
2520,"	Am J Surg","	0002-9610"
2521,"	Res Social Adm Pharm","	1551-7411"
2522,"	Eur J Trauma Emerg Surg","	1863-9933"
2523,"	Br J Surg","	0007-1323"
2524,"	Assessment","	1073-1911"
2525,"	J Gastrointest Cancer","	"
2526,"	Traffic Inj Prev","	1538-9588"
2527,"	Am Surg","	0003-1348"
2528,"	J Surg Res","	0022-4804"
2529,"	BMC Fam Pract","	1471-2296"
2530,"	Prehosp Disaster Med","	1049-023X"
2531,"	Medicine (Baltimore)","	0025-7974"
2532,"	Phys Ther","	0031-9023"
2533,"	J Digit Imaging","	0897-1889"
2534,"	Urology","	0090-4295"
2535,"	Surg Laparosc Endosc Percutan Tech","	1530-4515"
2536,"	Zhonghua Wei Zhong Bing Ji Jiu Yi Xue","	2095-4352"
2537,"	J Gastrointest Surg","	1091-255x"
2538,"	J Pediatr Urol","	1477-5131"
2539,"	J Am Med Inform Assoc","	1067-5027"
2540,"	Ann Surg Oncol","	1068-9265"
2541,"	Orthop Traumatol Surg Res","	1877-0568"
